StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15 
2021-10-19 18:45:52,2021-10-19 18:47:51,IP Address,100,119,True,2021-10-19 18:47:51,R_1178I7AzY1BTskA,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Freshman,College of Natural Resources,Female,White,In state student,Green Party
2021-10-19 18:49:53,2021-10-19 18:51:49,IP Address,100,116,True,2021-10-19 18:51:50,R_3PB7BkG2gMtsVH5,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Agree,Agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-19 19:10:39,2021-10-19 19:11:36,IP Address,100,56,True,2021-10-19 19:11:36,R_2UirYunoo48ViVT,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Freshman,College of Natural Resources,Male,Asian,In state student,Democratic Party
2021-10-19 19:11:49,2021-10-19 19:14:31,IP Address,100,162,True,2021-10-19 19:14:32,R_2TBgEEJLtjSqFWU,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,Yes,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Male,White,In state student,Green Party
2021-10-19 19:13:38,2021-10-19 19:15:28,IP Address,100,109,True,2021-10-19 19:15:28,R_bDeaopuFoFU3wd3,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Senior/5th year+,Haas School of Business,Male,Asian,In state student,Democratic Party
2021-10-19 19:15:31,2021-10-19 19:16:39,IP Address,100,67,True,2021-10-19 19:16:39,R_O9IFk56tALlDgHf,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Disagree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-19 19:17:48,2021-10-19 19:18:59,IP Address,100,70,True,2021-10-19 19:18:59,R_1ND0KhNNgfFzKuD,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree or disagree,Freshman,College of Natural Resources,Female,Asian,In state student,Undecided
2021-10-19 19:19:05,2021-10-19 19:20:02,IP Address,100,57,True,2021-10-19 19:20:02,R_d5c44r8RIYLxjtT,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Neither agree or disagree,Agree,Agree,Strongly agree,Agree,Neither agree or disagree,Freshman,College of Natural Resources,Female,Asian,In state student,Undecided
2021-10-19 19:33:02,2021-10-19 19:35:03,IP Address,100,120,True,2021-10-19 19:35:03,R_2WGBWj0YtAIt85b,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Strongly agree,Agree,Sophomore,College of Environmental Design,Male,White,In state student,Undecided
2021-10-19 19:38:04,2021-10-19 19:40:12,IP Address,100,128,True,2021-10-19 19:40:12,R_2sRVPSt1IeTcUm6,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Neither agree or disagree,Agree,Disagree,Agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Prefer not to state
2021-10-19 19:45:42,2021-10-19 19:47:03,IP Address,100,81,True,2021-10-19 19:47:04,R_1QnEsdUTtiE9LvI,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Strongly disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Chicanx/Latinx,International student,Republican Party
2021-10-19 19:49:38,2021-10-19 19:51:30,IP Address,100,112,True,2021-10-19 19:51:31,R_XNx5fr4o77KPYGJ,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Freshman,College of Natural Resources,Female,Asian,In state student,Republican Party
2021-10-19 20:05:02,2021-10-19 20:08:59,IP Address,100,236,True,2021-10-19 20:08:59,R_qRaWdPMn8brLBPH,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Disagree,Agree,Neither agree or disagree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Undecided
2021-10-19 20:12:50,2021-10-19 20:15:21,IP Address,100,150,True,2021-10-19 20:15:21,R_2saNC0q2crUiSDD,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Strongly disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Junior,College of Natural Resources,Male,White,In state student,
2021-10-19 19:53:04,2021-10-19 20:21:55,IP Address,100,1730,True,2021-10-19 20:21:56,R_28UsRAPRzfdh2bQ,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Disagree,Agree,Agree,Strongly agree,Freshman,College of Chemistry,Male,Asian,In state student,Democratic Party
2021-10-19 20:21:01,2021-10-19 20:23:02,IP Address,100,121,True,2021-10-19 20:23:02,R_3ey0Isssq3Zt2Hb,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Disagree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-19 20:34:21,2021-10-19 20:35:55,IP Address,100,93,True,2021-10-19 20:35:55,R_2ePZ6yLyUiBh4VM,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Freshman,College of Natural Resources,Female,Asian,In state student,Undecided
2021-10-19 20:38:34,2021-10-19 20:41:44,IP Address,100,190,True,2021-10-19 20:41:45,R_riq8AtgWAn9MOLn,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Neither agree or disagree,Agree,Disagree,Strongly agree,Strongly agree,Neither agree or disagree,Sophomore,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-19 20:13:49,2021-10-19 20:42:47,IP Address,100,1738,True,2021-10-19 20:42:47,R_29jqnDaas2pGvYL,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Disagree,Junior,L&S Undeclared/Undecided on Major,Male,White,In state student,Independent
2021-10-19 20:44:44,2021-10-19 20:46:27,IP Address,100,103,True,2021-10-19 20:46:28,R_3L5Y3h58XYG53LK,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Democratic Party
2021-10-19 16:16:12,2021-10-19 20:56:33,IP Address,100,16821,True,2021-10-19 20:56:33,R_2afabGvvDPmD1ml,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-19 21:11:46,2021-10-19 21:14:12,IP Address,100,146,True,2021-10-19 21:14:13,R_3HCvaRllCrAtfhz,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-19 21:14:29,2021-10-19 21:15:46,IP Address,100,77,True,2021-10-19 21:15:47,R_3PojaBlc66ZKxOw,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-19 21:52:44,2021-10-19 21:54:47,IP Address,100,122,True,2021-10-19 21:54:47,R_10vXefcbkd9IWhc,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Strongly agree,Neither agree or disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
2021-10-19 21:57:55,2021-10-19 21:59:21,IP Address,100,85,True,2021-10-19 21:59:22,R_1f8cvXYQO0QrQmT,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Freshman,College of Engineering,Male,Decline to State,In state student,Undecided
2021-10-19 22:00:54,2021-10-19 22:02:32,IP Address,100,98,True,2021-10-19 22:02:33,R_11bxKTjtIRnXMKO,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Strongly agree,Agree,Junior,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-19 23:05:21,2021-10-19 23:06:57,IP Address,100,96,True,2021-10-19 23:06:58,R_1OYNXI6UoEwfBp1,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Freshman,College of Natural Resources,Male,Asian,International student,Undecided
2021-10-19 23:20:48,2021-10-19 23:23:05,IP Address,100,137,True,2021-10-19 23:23:05,R_31ip0yUrRk7ay20,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-19 23:34:44,2021-10-19 23:37:20,IP Address,100,155,True,2021-10-19 23:37:20,R_7VPaklwli7sR6xz,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Agree,Agree,Agree,Agree,Sophomore,College of Engineering,Female,Asian,International student,Democratic Party
2021-10-19 23:39:27,2021-10-19 23:41:13,IP Address,100,105,True,2021-10-19 23:41:13,R_21HdcXEyN2wejWG,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-19 23:41:00,2021-10-19 23:42:33,IP Address,100,92,True,2021-10-19 23:42:33,R_3r8U6c5fdg2qaGd,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Agree,Agree,Agree,Agree,Freshman,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-19 23:54:12,2021-10-19 23:55:46,IP Address,100,93,True,2021-10-19 23:55:46,R_12G47kNlrvN0V8w,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Sophomore,College of Engineering,Male,Asian,International student,Prefer not to state
2021-10-19 23:57:14,2021-10-20 00:00:35,IP Address,100,200,True,2021-10-20 00:00:35,R_1DA0GN4kIcxWoVQ,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Agree,Strongly agree,Agree,Agree,Freshman,College of Natural Resources,Female,White,In state student,Green Party
2021-10-19 23:59:43,2021-10-20 00:00:56,IP Address,100,72,True,2021-10-20 00:00:56,R_2aaxsFUGDkkylbE,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Male,White,In state student,Democratic Party
2021-10-20 00:36:02,2021-10-20 00:36:57,IP Address,100,54,True,2021-10-20 00:36:57,R_3HtPElWl0sWQyTU,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Agree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,College of Engineering,Male,Asian,In state student,Undecided
2021-10-20 00:55:38,2021-10-20 00:56:40,IP Address,100,61,True,2021-10-20 00:56:41,R_1q4jeGcc8OJdG4x,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Sophomore,College of Natural Resources,Male,Asian,In state student,Democratic Party
2021-10-20 01:32:02,2021-10-20 01:36:08,IP Address,100,245,True,2021-10-20 01:36:08,R_2cckFRrfZONFGK6,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Agree,Agree,Agree,Agree,Agree,Agree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-20 01:49:49,2021-10-20 01:50:42,IP Address,100,53,True,2021-10-20 01:50:42,R_2fiFBciRQYnhyiB,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Asian,In state student,Democratic Party
2021-10-20 02:58:41,2021-10-20 03:01:47,IP Address,100,186,True,2021-10-20 03:01:47,R_OBzF0FqqBv7Smkx,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Senior/5th year+,Haas School of Business,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-20 10:11:52,2021-10-20 10:14:23,IP Address,100,151,True,2021-10-20 10:14:24,R_3hcgq300CdIinXG,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Agree,Senior/5th year+,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Female,Asian,In state student,Undecided
2021-10-20 10:25:27,2021-10-20 10:26:51,IP Address,100,83,True,2021-10-20 10:26:52,R_3huyGXaozZfRW9o,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly agree,Yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-20 10:25:42,2021-10-20 10:27:12,IP Address,100,90,True,2021-10-20 10:27:12,R_DPtVCoVPYbtcWZP,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,International student,Undecided
2021-10-20 10:27:29,2021-10-20 10:27:38,IP Address,100,8,True,2021-10-20 10:27:38,R_3NyVAP2cqQYnPuQ,anonymous,EN,,,,,,,,,,,,,,,,
2021-10-20 11:31:25,2021-10-20 11:32:48,IP Address,100,82,True,2021-10-20 11:32:48,R_1K9Mdv2brW3itz0,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Sophomore,L&S Undeclared/Undecided on Major,Male,White,In state student,Democratic Party
2021-10-20 11:37:39,2021-10-20 11:38:31,IP Address,100,51,True,2021-10-20 11:38:31,R_1QMFYf2yvmYvDAD,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Female,Decline to State,In state student,Green Party
2021-10-20 11:44:27,2021-10-20 11:46:22,IP Address,100,115,True,2021-10-20 11:46:23,R_6ssgReLTIYiWSlP,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Male,Asian,In state student,Prefer not to state
2021-10-20 11:49:53,2021-10-20 11:50:57,IP Address,100,63,True,2021-10-20 11:50:57,R_3EAOngzYAANng8z,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Freshman,College of Natural Resources,Female,Asian,In state student,Prefer not to state
2021-10-20 11:52:53,2021-10-20 11:53:57,IP Address,100,64,True,2021-10-20 11:53:57,R_25NL1ixgRzg0gTA,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Republican Party
2021-10-20 12:01:41,2021-10-20 12:03:12,IP Address,100,90,True,2021-10-20 12:03:12,R_1JQRq3wHpc30I02,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Sophomore,College of Natural Resources,Nonbinary,White,In state student,Democratic Party
2021-10-20 11:49:33,2021-10-20 12:04:51,IP Address,100,917,True,2021-10-20 12:04:51,R_d3VjUISNkEPS0ed,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Disagree,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Undecided
2021-10-20 12:02:56,2021-10-20 12:05:10,IP Address,100,134,True,2021-10-20 12:05:11,R_3I4Yx8aquNNBXaf,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,Yes,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-20 12:06:32,2021-10-20 12:07:46,IP Address,100,74,True,2021-10-20 12:07:46,R_2dZ9p6P8PVYMWz1,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,International student,Undecided
2021-10-20 12:05:14,2021-10-20 12:07:54,IP Address,100,159,True,2021-10-20 12:07:54,R_2feNAOGbrOXwFqv,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Sophomore,College of Natural Resources,Female,Chicanx/Latinx,In state student,Prefer not to state
2021-10-20 12:07:32,2021-10-20 12:08:43,IP Address,100,70,True,2021-10-20 12:08:43,R_cNo3pcEI8nKv1Tj,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Freshman,College of Natural Resources,Female,African-American/Black,In state student,Independent
2021-10-20 12:09:39,2021-10-20 12:09:46,IP Address,100,7,True,2021-10-20 12:09:46,R_2SIXPZJ9ChZAK5V,anonymous,EN,,,,,,,,,,,,,,,,
2021-10-20 12:09:54,2021-10-20 12:11:20,IP Address,100,85,True,2021-10-20 12:11:20,R_1KlOTXP0d8rKurA,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,,,Strongly agree,Strongly agree,,,,,,,,
2021-10-20 12:09:39,2021-10-20 12:12:01,IP Address,100,141,True,2021-10-20 12:12:01,R_z0xw3U4h28DADqV,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Neither agree or disagree,Agree,Agree,Agree,Agree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Asian,In state student,Democratic Party
2021-10-20 12:11:25,2021-10-20 12:12:47,IP Address,100,82,True,2021-10-20 12:12:48,R_20NAMbw7BLQ7SxX,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,Yes,Agree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Sophomore,College of Natural Resources,Female,White,In state student,Independent
2021-10-20 12:14:45,2021-10-20 12:16:43,IP Address,100,118,True,2021-10-20 12:16:44,R_2z8E9EkLS17K8WL,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Undecided
2021-10-20 12:14:47,2021-10-20 12:16:54,IP Address,100,127,True,2021-10-20 12:16:54,R_voRsIqeQHBfhhvz,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,Yes,Agree,Disagree,Disagree,Agree,Agree,Agree,Freshman,College of Natural Resources,Male,White,In state student,Democratic Party
2021-10-20 12:08:58,2021-10-20 12:32:39,IP Address,100,1421,True,2021-10-20 12:32:40,R_3D0GNNaLFqNd3im,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-20 12:55:11,2021-10-20 12:56:59,IP Address,100,108,True,2021-10-20 12:57:00,R_2dniSjUCv6arrdj,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Sophomore,College of Engineering,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-20 12:56:35,2021-10-20 12:58:31,IP Address,100,115,True,2021-10-20 12:58:31,R_2tnWPsfojiJhQqt,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Agree,Sophomore,College of Natural Resources,Female,Decline to State,In state student,Democratic Party
2021-10-20 00:02:15,2021-10-20 13:24:54,IP Address,100,48158,True,2021-10-20 13:24:54,R_26nGheD2wdCgYi2,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Male,Asian,In state student,Democratic Party
2021-10-20 13:25:39,2021-10-20 13:27:07,IP Address,100,87,True,2021-10-20 13:27:07,R_1hJVLW7kVRmuWig,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Freshman,L&S Undeclared/Undecided on Major,Female,White,In state student,Independent
2021-10-20 14:11:45,2021-10-20 14:16:39,IP Address,100,293,True,2021-10-20 14:16:39,R_1cXJ8oQZduUOlXo,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Neither agree or disagree,Agree,Disagree,Strongly agree,Agree,Agree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Decline to State,Out of state student,Democratic Party
2021-10-20 14:19:41,2021-10-20 14:21:50,IP Address,100,128,True,2021-10-20 14:21:51,R_yjOgq9Z5kDudkJz,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Junior,College of Engineering,Male,Asian,In state student,Democratic Party
2021-10-20 15:16:09,2021-10-20 15:17:37,IP Address,100,87,True,2021-10-20 15:17:37,R_1LvuSLXGfGHk4No,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Agree,Agree,Strongly agree,Agree,Neither agree or disagree,Agree,Sophomore,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-20 15:32:18,2021-10-20 15:34:12,IP Address,100,114,True,2021-10-20 15:34:13,R_3L0w0FQAhegliaY,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Republican Party
2021-10-20 16:05:34,2021-10-20 16:06:38,IP Address,100,64,True,2021-10-20 16:06:39,R_sdvsuRLih6QBrqx,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Agree,Neither agree or disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Democratic Party
2021-10-20 16:54:37,2021-10-20 16:56:03,IP Address,100,85,True,2021-10-20 16:56:04,R_zd3m1rcyMFLVPrj,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Disagree,Sophomore,College of Engineering,Male,Decline to State,In state student,Prefer not to state
2021-10-20 16:58:32,2021-10-20 16:59:31,IP Address,100,59,True,2021-10-20 16:59:32,R_3dVUDI5Z7ugyMVs,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Strongly agree,Neither agree or disagree,Disagree,Junior,College of Chemistry,Female,Asian,International student,Undecided
2021-10-20 17:07:14,2021-10-20 17:08:43,IP Address,100,88,True,2021-10-20 17:08:43,R_2aV04vIewYCQIQm,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Strongly agree,Neither agree or disagree,Senior/5th year+,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-20 17:44:21,2021-10-20 17:46:13,IP Address,100,112,True,2021-10-20 17:46:14,R_2s5vXsVU6sFYeRa,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Agree,Freshman,L&S Undeclared/Undecided on Major,Male,Asian,International student,Democratic Party
2021-10-20 17:52:53,2021-10-20 17:53:59,IP Address,100,65,True,2021-10-20 17:53:59,R_3JflRNYCIeY03YY,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Agree,Agree,Agree,Agree,Agree,Freshman,College of Natural Resources,Male,Asian,International student,Democratic Party
2021-10-20 18:18:51,2021-10-20 18:19:55,IP Address,100,63,True,2021-10-20 18:19:56,R_1f13gwo1M5NtvWv,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Decline to State,In state student,Prefer not to state
2021-10-20 19:21:13,2021-10-20 19:22:09,IP Address,100,56,True,2021-10-20 19:22:09,R_d6TrBsrtO6hLoKl,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Senior/5th year+,College of Natural Resources,Female,Asian,In state student,Democratic Party
