StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16 
2020-10-23 12:14:34,2020-10-23 12:15:50,IP Address,100,76,True,2020-10-23 12:15:50,R_2Vlwj5BHWdsODLR,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Not changed,Not changed,Not changed,Not changed,No change,White,Female,College of Natural Resources,Sophomore,No,Outside California with family
2020-10-23 12:13:39,2020-10-23 12:15:50,IP Address,100,131,True,2020-10-23 12:15:50,R_3KVZ6LfhAZT2szd,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 12:14:30,2020-10-23 12:15:51,IP Address,100,80,True,2020-10-23 12:15:51,R_22KbvgzRncEhJ7h,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Not changed,Not changed,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Sophomore,No,In California with family
2020-10-23 12:14:49,2020-10-23 12:15:51,IP Address,100,61,True,2020-10-23 12:15:51,R_3iIOHsBg58DAL1g,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Increased,Decreased,Decreased,Decreased,"No, I use them significantly less",White,Male,College of Chemistry,Junior,Yes,In California with peers or alone
2020-10-23 12:13:57,2020-10-23 12:15:51,IP Address,100,114,True,2020-10-23 12:15:51,R_1P8c23iQVS7jOcL,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Not changed,Decreased,Increased,Not changed,No change,Chicanx/Latinx,Female,College of Natural Resources,Sophomore,No,In Berkeley/Campus Housing
2020-10-23 12:14:31,2020-10-23 12:15:51,IP Address,100,80,True,2020-10-23 12:15:52,R_1LIOf3QteAZNac4,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Increased,Not changed,Not changed,Increased,"No, I use them slightly less",White,Male,College of Natural Resources,Freshman,No,In Berkeley/Co-ops
2020-10-23 12:14:43,2020-10-23 12:15:51,IP Address,100,68,True,2020-10-23 12:15:52,R_21mrdLvFiXOqxl0,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,1-3,Not changed,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Male,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,Yes,In California with family
2020-10-23 12:13:39,2020-10-23 12:15:52,IP Address,100,133,True,2020-10-23 12:15:52,R_afqgYidvtWQiLDj,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Not changed,Decreased,Decreased,Increased,"Yes, I use them slightly more",White,Nonbinary,College of Natural Resources,Sophomore,No,In Berkeley/Greek Life Housing
2020-10-23 12:14:46,2020-10-23 12:15:52,IP Address,100,66,True,2020-10-23 12:15:53,R_1Ol95RpYRhTVz44,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Not changed,Not changed,Increased,No change,Asian American,Female,College of Natural Resources,Junior,Yes,In California with family
2020-10-23 12:14:37,2020-10-23 12:15:53,IP Address,100,75,True,2020-10-23 12:15:53,R_1jpjpJJglP3zdI0,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Not changed,Decreased,Decreased,Decreased,No change,Asian American,Male,College of Natural Resources,Senior,No,In California with family
2020-10-23 12:14:10,2020-10-23 12:15:53,IP Address,100,103,True,2020-10-23 12:15:53,R_2cdWbMbx6lundyT,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Not changed,Not changed,Increased,Increased,"No, I use them slightly less",White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:47,2020-10-23 12:15:55,IP Address,100,127,True,2020-10-23 12:15:55,R_1QDzCjFTnqnhWob,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Increased,No change,Chicanx/Latinx,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:58,2020-10-23 12:15:56,IP Address,100,117,True,2020-10-23 12:15:56,R_w132XP5AHZVBEdz,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Not changed,Decreased,Decreased,Not changed,No change,Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Sophomore,No,In California with family
2020-10-23 12:14:44,2020-10-23 12:16:01,IP Address,100,76,True,2020-10-23 12:16:01,R_2v96Ci1lilpCzgb,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, significantly less",0,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:43,2020-10-23 12:16:02,IP Address,100,78,True,2020-10-23 12:16:02,R_3KOppSFyRXeHfyl,anonymous,EN,I consent to participate in this survey.,"No, slightly less","No, significantly less",1-3,Decreased,Decreased,Decreased,Increased,"No, I use them significantly less",White,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-23 12:14:32,2020-10-23 12:16:04,IP Address,100,92,True,2020-10-23 12:16:05,R_3gTp3HChsHOlPNT,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, significantly less",1-3,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",White,Male,College of Natural Resources,Sophomore,No,In Berkeley/Co-ops
2020-10-23 12:14:06,2020-10-23 12:16:05,IP Address,100,118,True,2020-10-23 12:16:05,R_2wGOIyV8ubhgDLK,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Increased,Not changed,Decreased,Increased,"No, I use them significantly less",African American/Black,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Sophomore,No,In Berkeley/Campus Housing
2020-10-23 12:14:40,2020-10-23 12:16:05,IP Address,100,84,True,2020-10-23 12:16:05,R_cGzw9X5jNHUwvkZ,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Not changed,Not changed,Decreased,Not changed,"No, I use them slightly less",White,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Sophomore,No,In Berkeley/Greek Life Housing
2020-10-23 12:14:07,2020-10-23 12:16:05,IP Address,100,118,True,2020-10-23 12:16:06,R_1Q5drmtcT1oTvwE,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Decreased,Not changed,Not changed,Decreased,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:15:10,2020-10-23 12:16:06,IP Address,100,56,True,2020-10-23 12:16:06,R_Cfxy3WrprYgC5bz,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Not changed,No change,Asian American,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Senior,No,In California with family
2020-10-23 12:13:59,2020-10-23 12:16:06,IP Address,100,127,True,2020-10-23 12:16:07,R_7VT6kaavPN0szf3,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Not changed,Decreased,Increased,Increased,No change,Chicanx/Latinx,Male,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-23 12:13:55,2020-10-23 12:16:08,IP Address,100,132,True,2020-10-23 12:16:08,R_1N36RZooSQKmd6J,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Not changed,Not changed,Decreased,Increased,"No, I use them significantly less",Asian American,Nonbinary,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",5th year or higher,No,In California with peers or alone
2020-10-23 12:14:50,2020-10-23 12:16:08,IP Address,100,78,True,2020-10-23 12:16:09,R_29bpGrwhkXmCQaL,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Decreased,Increased,Decreased,Decreased,No change,Chicanx/Latinx,Male,College of Engineering,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:14:38,2020-10-23 12:16:11,IP Address,100,92,True,2020-10-23 12:16:11,R_2Y62IkmfVrSHGKR,anonymous,EN,I consent to participate in this survey.,"No, slightly less","No, slightly less",1-3,Decreased,Not changed,Not changed,Increased,No change,White,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In Berkeley/Greek Life Housing
2020-10-23 12:13:59,2020-10-23 12:16:11,IP Address,100,131,True,2020-10-23 12:16:11,R_em1CXALiGMU92I9,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",0,Decreased,Not changed,Not changed,Increased,No change,Chicanx/Latinx,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Sophomore,No,In California with peers or alone
2020-10-23 12:13:57,2020-10-23 12:16:11,IP Address,100,133,True,2020-10-23 12:16:12,R_2frkUzlG8Nxj2HP,anonymous,EN,,"Yes, slightly more","No, slightly less",1-3,Decreased,Decreased,Not changed,Increased,"Yes, I use them slightly more",Chicanx/Latinx,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with peers or alone
2020-10-23 12:14:31,2020-10-23 12:16:15,IP Address,100,104,True,2020-10-23 12:16:15,R_1NgDftpOFW64Qut,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Increased,Decreased,Decreased,Decreased,No change,White,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Sophomore,No,In California with family
2020-10-23 12:13:56,2020-10-23 12:16:17,IP Address,100,140,True,2020-10-23 12:16:17,R_30facpJBKqgKocH,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",0,Decreased,Increased,Not changed,Decreased,No change,Chicanx/Latinx,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:51,2020-10-23 12:16:18,IP Address,100,87,True,2020-10-23 12:16:18,R_3NKgEiQfXGJ5dJy,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Decreased,Not changed,Decreased,Increased,"Yes, I use them significantly more",White,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:14:46,2020-10-23 12:16:19,IP Address,100,92,True,2020-10-23 12:16:19,R_YPpvcf64cGJJtV7,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Decreased,Decreased,Not changed,"Yes, I use them significantly more",Chicanx/Latinx,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-23 12:14:12,2020-10-23 12:16:22,IP Address,100,129,True,2020-10-23 12:16:22,R_pTaEZ2SOcSV6s9P,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Not changed,Not changed,"No, I use them slightly less",White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:33,2020-10-23 12:16:22,IP Address,100,109,True,2020-10-23 12:16:22,R_0CffjPiJd2ZRkLn,anonymous,EN,,"Yes, slightly more",No change,4-6,Not changed,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Freshman,No,In California with family
2020-10-23 12:14:19,2020-10-23 12:16:28,IP Address,100,129,True,2020-10-23 12:16:28,R_z6HIFql0eksKJ5T,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Decreased,Not changed,Not changed,Increased,No change,Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:13,2020-10-23 12:16:28,IP Address,100,135,True,2020-10-23 12:16:28,R_10Gfa4LGWs0GVe5,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Decreased,Not changed,Increased,"Yes, I use them significantly more",African American/Black,Male,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:13:52,2020-10-23 12:16:30,IP Address,100,158,True,2020-10-23 12:16:31,R_3aCL5kAv4mWyqvT,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",Decline to State,Female,College of Natural Resources,Freshman,No,In Berkeley/Co-ops
2020-10-23 12:14:13,2020-10-23 12:16:31,IP Address,100,137,True,2020-10-23 12:16:31,R_1q865GRqXymkbzn,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Chicanx/Latinx,Male,College of Environmental Design,Sophomore,No,In California with family
2020-10-23 12:13:48,2020-10-23 12:16:32,IP Address,100,164,True,2020-10-23 12:16:32,R_2uOgMz0lSsi4C3i,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Not changed,Increased,Decreased,Not changed,"No, I use them significantly less",White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:14,2020-10-23 12:16:36,IP Address,100,142,True,2020-10-23 12:16:36,R_111n19mbtX6OvXV,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,7 or more,Decreased,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with family
2020-10-23 12:14:58,2020-10-23 12:16:38,IP Address,100,100,True,2020-10-23 12:16:38,R_2a8J3liYkZWHplK,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Not changed,Decreased,Decreased,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:15:09,2020-10-23 12:16:41,IP Address,100,91,True,2020-10-23 12:16:41,R_3so8WA6zgVUy8lF,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Increased,Decreased,Decreased,Decreased,No change,Decline to State,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:13,2020-10-23 12:16:50,IP Address,100,157,True,2020-10-23 12:16:50,R_1Lj4B7Gllhi5ITO,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Decreased,Decreased,No change,Chicanx/Latinx,Male,College of Environmental Design,Senior,Yes,In California with peers or alone
2020-10-23 12:13:35,2020-10-23 12:16:53,IP Address,100,197,True,2020-10-23 12:16:53,R_psWmRXOqkCCXo1b,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Not changed,Not changed,Not changed,Increased,No change,White,Female,College of Natural Resources,Freshman,No,In California with peers or alone
2020-10-23 12:15:33,2020-10-23 12:16:53,IP Address,100,80,True,2020-10-23 12:16:53,R_2veM45KDZwtL7cz,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Not changed,Not changed,"Yes, I use them slightly more",International student,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Sophomore,No,In California with family
2020-10-23 12:13:34,2020-10-23 12:16:56,IP Address,100,201,True,2020-10-23 12:16:56,R_2uHUjTYqxyHnIaY,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Decreased,Not changed,Not changed,Decreased,No change,White,Female,College of Natural Resources,Junior,Yes,In California with peers or alone
2020-10-23 12:15:32,2020-10-23 12:16:56,IP Address,100,83,True,2020-10-23 12:16:56,R_1eKmjebjKM4X83e,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Increased,Decreased,Not changed,Not changed,No change,Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:59,2020-10-23 12:16:58,IP Address,100,118,True,2020-10-23 12:16:58,R_1jMNJulli4a6ekm,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Not changed,Not changed,Increased,"Yes, I use them significantly more",Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Freshman,No,In California with family
2020-10-23 12:13:38,2020-10-23 12:16:59,IP Address,100,200,True,2020-10-23 12:16:59,R_pz9JV7JPMdDrdw5,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Decreased,Decreased,Not changed,No change,White,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:15:36,2020-10-23 12:17:05,IP Address,100,89,True,2020-10-23 12:17:06,R_1Q476LPikIXYOvW,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Not changed,Not changed,Decreased,Not changed,"Yes, I use them slightly more",Chicanx/Latinx,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Sophomore,No,In California with peers or alone
2020-10-23 12:14:59,2020-10-23 12:17:08,IP Address,100,129,True,2020-10-23 12:17:09,R_p3t2O1OFKVf8sil,anonymous,EN,I consent to participate in this survey.,No change,No change,0,Decreased,Not changed,Not changed,Not changed,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 12:14:48,2020-10-23 12:17:20,IP Address,100,152,True,2020-10-23 12:17:20,R_2sbDVUs60uS879G,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Not changed,Decreased,Increased,"Yes, I use them slightly more",Decline to State,Decline to state,College of Natural Resources,Junior,Yes,In California with peers or alone
2020-10-23 12:14:21,2020-10-23 12:17:28,IP Address,100,186,True,2020-10-23 12:17:28,R_3385JStMg21T89A,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Decreased,No change,International student,Male,College of Engineering,Junior,Yes,In California with peers or alone
2020-10-23 12:15:46,2020-10-23 12:17:41,IP Address,100,114,True,2020-10-23 12:17:41,R_2ft4KoDq32BLjwd,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Decreased,Decreased,Decreased,No change,White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with peers or alone
2020-10-23 12:14:55,2020-10-23 12:19:51,IP Address,100,295,True,2020-10-23 12:19:51,R_2DTZvt1HRIF1OVQ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",4-6,Decreased,Decreased,Not changed,Not changed,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,Yes,In California with family
2020-10-23 12:18:22,2020-10-23 12:19:54,IP Address,100,92,True,2020-10-23 12:19:54,R_2QAjoYeX35SiSFP,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Not changed,Decreased,Not changed,No change,African American/Black,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-23 12:19:10,2020-10-23 12:20:20,IP Address,100,70,True,2020-10-23 12:20:20,R_pJD4d12yydZlXuV,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",1-3,Not changed,Decreased,Decreased,Not changed,"Yes, I use them slightly more",Asian American,Male,L&S Undeclared/Undecided on Major,Freshman,No,In California with family
2020-10-23 12:14:30,2020-10-23 12:22:44,IP Address,100,494,True,2020-10-23 12:22:45,R_WpS8RXUmPTd0z97,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Decreased,Decreased,Decreased,No change,White,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with family
2020-10-23 12:13:56,2020-10-23 13:09:33,IP Address,100,3336,True,2020-10-23 13:09:34,R_3sjk9ImuaDXa3vt,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Decreased,Not changed,Decreased,Not changed,No change,Decline to State,Female,L&S Undeclared/Undecided on Major,Freshman,No,Outside California with family
2020-10-23 12:14:10,2020-10-23 13:35:00,IP Address,100,4850,True,2020-10-23 13:35:00,R_1OwzwsZST7tkAH4,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",0,Not changed,Not changed,Not changed,Increased,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 13:33:47,2020-10-23 13:35:20,IP Address,100,92,True,2020-10-23 13:35:20,R_1H7AwVgeivjQSZe,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Not changed,Not changed,Not changed,No change,Asian American,Female,L&S Undeclared/Undecided on Major,Freshman,No,In California with family
2020-10-23 15:28:42,2020-10-23 15:29:40,IP Address,100,58,True,2020-10-23 15:29:41,R_2bJMsWzCsGWK0j0,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Decreased,Decreased,Not changed,"No, I use them slightly less",Asian American,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In Berkeley/Campus Housing
2020-10-23 12:14:15,2020-10-23 16:12:21,IP Address,100,14286,True,2020-10-23 16:12:22,R_1GCF9DNwJWF0u2m,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Increased,Decreased,Decreased,Decreased,No change,Asian American,Female,College of Natural Resources,Sophomore,No,In California with family
2020-10-23 16:54:58,2020-10-23 16:56:58,IP Address,100,119,True,2020-10-23 16:56:59,R_1CyjAd5l90QYcU4,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Not changed,Decreased,Not changed,"No, I use them slightly less",White,Female,College of Natural Resources,Junior,Yes,In California with family
2020-10-23 17:59:26,2020-10-23 18:00:20,IP Address,100,53,True,2020-10-23 18:00:20,R_tJzcBXidx9Ni5lD,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,4-6,Not changed,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Freshman,No,In California with family
2020-10-23 17:58:49,2020-10-23 18:00:37,IP Address,100,107,True,2020-10-23 18:00:38,R_1lfzmOc0dNp0UjK,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Not changed,Not changed,Not changed,Not changed,No change,Asian American,Male,L&S Undeclared/Undecided on Major,Freshman,No,In California with family
2020-10-23 18:07:00,2020-10-23 18:08:24,IP Address,100,84,True,2020-10-23 18:08:25,R_2BqvUdqicbxmiQd,anonymous,EN,I do not consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Not changed,Not changed,Increased,No change,Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 18:07:25,2020-10-23 18:09:15,IP Address,100,109,True,2020-10-23 18:09:15,R_2eUyNb0BwCwl74Q,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",4-6,Increased,Decreased,Decreased,Increased,"Yes, I use them slightly more",Asian American,Male,College of Engineering,Sophomore,No,In California with family
2020-10-23 18:04:11,2020-10-23 18:09:29,IP Address,100,317,True,2020-10-23 18:09:29,R_3dEz0i8xbfSjzJx,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Decreased,Not changed,Decreased,No change,Chicanx/Latinx,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 18:08:36,2020-10-23 18:09:48,IP Address,100,72,True,2020-10-23 18:09:49,R_BDqiHYmkNo5YZUZ,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Not changed,Decreased,Decreased,Increased,No change,White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In Berkeley/Campus Housing
2020-10-23 18:10:26,2020-10-23 18:12:07,IP Address,100,100,True,2020-10-23 18:12:07,R_3O6bgi5Ni5jnBXu,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Increased,Decreased,Decreased,Decreased,No change,Asian American,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Sophomore,No,In California with family
2020-10-23 18:15:27,2020-10-23 18:16:43,IP Address,100,76,True,2020-10-23 18:16:44,R_2WYBiQG1L2Hoy4q,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Not changed,Not changed,Not changed,Increased,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 18:19:36,2020-10-23 18:20:22,IP Address,100,45,True,2020-10-23 18:20:22,R_2fv49BayZM2Uagj,anonymous,EN,,,,,,,,,,,,,,,
2020-10-23 18:25:50,2020-10-23 18:28:10,IP Address,100,139,True,2020-10-23 18:28:10,R_3EWQwhbEqp5efZ6,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",4-6,Not changed,Decreased,Not changed,Increased,No change,International student,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with peers or alone
2020-10-23 18:31:32,2020-10-23 18:32:51,IP Address,100,79,True,2020-10-23 18:32:52,R_Xvxsu9gjTCj7BXr,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Not changed,No change,White,Male,L&S Undeclared/Undecided on Major,Sophomore,No,In Berkeley/Co-ops
2020-10-23 18:40:49,2020-10-23 18:42:27,IP Address,100,97,True,2020-10-23 18:42:27,R_Z9mlW1YCGvnLCOB,anonymous,EN,I consent to participate in this survey.,"No, slightly less","Yes, significantly more",1-3,Increased,Not changed,Not changed,Decreased,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 18:56:04,2020-10-23 18:57:44,IP Address,100,100,True,2020-10-23 18:57:44,R_3GCCtd6gHNx2Nrw,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Decreased,Decreased,Increased,No change,White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 18:56:25,2020-10-23 18:58:39,IP Address,100,134,True,2020-10-23 18:58:39,R_3mjEh0VwtbZ8zoV,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Not changed,Increased,Increased,"No, I use them slightly less",Chicanx/Latinx,Female,L&S Undeclared/Undecided on Major,Freshman,No,In Berkeley/Campus Housing
